,ind,salinity
0,87.0,0.0
1,368.0,0.0
2,434.0,0.0
3,442.0,0.0
4,529.0,0.0
5,838.0,0.0
6,957.0,0.0
7,1100.0,0.0
8,1158.0,0.0
9,1164.0,0.0
10,1188.0,0.0
11,1338.0,0.0
12,1501.0,0.0
13,1749.0,0.0
14,1919.0,0.0
15,1938.0,0.0
16,2050.0,0.0
17,2107.0,0.0
18,2242.0,0.0
19,2247.0,0.0
20,2337.0,0.0
21,3137.0,0.0
22,3179.0,0.0
23,3371.0,0.0
24,3426.0,0.0
25,3658.0,0.0
26,3677.0,0.0
27,4066.0,0.0
28,4235.0,0.0
29,4485.0,0.0
30,4664.0,0.0
31,4794.0,0.0
32,4798.0,0.0
33,5072.0,0.0
34,5122.0,0.0
35,5166.0,0.0
36,5179.0,0.0
37,5285.0,0.0
38,5314.0,0.0
39,5319.0,0.0
40,5401.0,0.0
41,5448.0,0.0
42,5548.0,0.0
43,5601.0,0.0
44,5703.0,0.0
45,5857.0,0.0
46,6261.0,0.0
47,6285.0,0.0
48,6488.0,0.0
49,7207.0,0.0
50,7748.0,0.0
51,7827.0,0.0
52,7896.0,0.0
53,7976.0,0.0
54,8512.0,0.0
55,8712.0,0.0
56,8718.0,0.0
57,8763.0,0.0
58,8915.0,0.0
59,8920.0,0.0
60,9200.0,0.0
61,9527.0,0.0
62,10113.0,0.0
63,10528.0,0.0
64,10782.0,0.0
65,10823.0,0.0
66,11369.0,0.0
67,11398.0,0.0
68,11519.0,0.0
69,11535.0,0.0
70,11950.0,0.0
71,12010.0,0.0
72,12070.0,0.0
73,12161.0,0.0
74,12185.0,0.0
75,12210.0,0.0
76,12421.0,0.0
77,12424.0,0.0
78,12753.0,0.0
79,12813.0,0.0
80,12848.0,0.0
81,12957.0,0.0
82,13300.0,0.0
83,13430.0,0.0
84,13819.0,0.0
85,13946.0,0.0
86,14052.0,0.0
87,14072.0,0.0
88,14664.0,0.0
89,14733.0,0.0
90,15550.0,0.0
91,15623.0,0.0
92,15724.0,0.0
93,15788.0,0.0
94,15865.0,0.0
95,15906.0,0.0
96,16111.0,0.0
97,16282.0,0.0
98,16371.0,0.0
99,16436.0,0.0
