,ind,salinity
0,37.0,0.0
1,134.0,0.0
2,171.0,0.0
3,358.0,0.0
4,381.0,0.0
5,1849.0,0.0
6,2084.0,0.0
7,2303.0,0.0
8,2379.0,0.0
9,2578.0,0.0
10,2698.0,0.0
11,2821.0,0.0
12,3128.0,0.0
13,3162.0,0.0
14,3246.0,0.0
15,3766.0,0.0
16,3942.0,0.0
17,4049.0,0.0
18,4079.0,0.0
19,4367.0,0.0
20,4549.0,0.0
21,4679.0,0.0
22,4789.0,0.0
23,5351.0,0.0
24,5623.0,0.0
25,5819.0,0.0
26,6258.0,0.0
27,6526.0,0.0
28,6530.0,0.0
29,6531.0,0.0
30,6609.0,0.0
31,6627.0,0.0
32,7192.0,0.0
33,7222.0,0.0
34,7462.0,0.0
35,7561.0,0.0
36,7858.0,0.0
37,7971.0,0.0
38,7983.0,0.0
39,8018.0,0.0
40,8466.0,0.0
41,8612.0,0.0
42,8720.0,0.0
43,8759.0,0.0
44,9052.0,0.0
45,10601.0,0.0
46,10968.0,0.0
47,11127.0,0.0
48,11506.0,0.0
49,12247.0,0.0
50,12258.0,0.0
51,12449.0,0.0
52,12681.0,0.0
53,12888.0,0.0
54,12979.0,0.0
55,12981.0,0.0
56,13467.0,0.0
57,13506.0,0.0
58,13561.0,0.0
59,13649.0,0.0
60,13913.0,0.0
61,13973.0,0.0
62,14102.0,0.0
63,14293.0,0.0
64,14390.0,0.0
65,14559.0,0.0
66,14661.0,0.0
67,15014.0,0.0
68,15207.0,0.0
69,15368.0,0.0
70,15427.0,0.0
71,15686.0,0.0
72,15813.0,0.0
73,15845.0,0.0
74,15957.0,0.0
75,16224.0,0.0
76,16454.0,0.0
77,16511.0,0.0
78,16693.0,0.0
79,17103.0,0.0
80,17156.0,0.0
81,17210.0,0.0
82,17220.0,0.0
83,17329.0,0.0
84,17502.0,0.0
85,17508.0,0.0
86,17534.0,0.0
87,17582.0,0.0
88,18077.0,0.0
89,18410.0,0.0
90,18512.0,0.0
91,18542.0,0.0
92,18908.0,0.0
93,19095.0,0.0
94,19371.0,0.0
95,19405.0,0.0
96,19501.0,0.0
97,19664.0,0.0
98,19867.0,0.0
99,20112.0,0.0
