,ind,salinity
0,91.0,0.0
1,221.0,0.0
2,515.0,0.0
3,695.0,0.0
4,707.0,0.0
5,925.0,0.0
6,1122.0,0.0
7,1161.0,0.0
8,1199.0,0.0
9,1660.0,0.0
10,1744.0,0.0
11,1799.0,0.0
12,1859.0,0.0
13,1909.0,0.0
14,1964.0,0.0
15,2061.0,0.0
16,2138.0,0.0
17,2152.0,0.0
18,2294.0,0.0
19,2349.0,0.0
20,2748.0,0.0
21,2790.0,0.0
22,2890.0,0.0
23,2982.0,0.0
24,3129.0,0.0
25,3544.0,0.0
26,3592.0,0.0
27,3707.0,0.0
28,3860.0,0.0
29,4295.0,0.0
30,4542.0,0.0
31,4679.0,0.0
32,4970.0,0.0
33,5087.0,0.0
34,5182.0,0.0
35,5457.0,0.0
36,5589.0,0.0
37,5853.0,0.0
38,5895.0,0.0
39,5920.0,0.0
40,5937.0,0.0
41,6314.0,0.0
42,6432.0,0.0
43,7084.0,0.0
44,7364.0,0.0
45,7650.0,0.0
46,7780.0,0.0
47,7873.0,0.0
48,7909.0,0.0
49,7976.0,0.0
50,8063.0,0.0
51,8117.0,0.0
52,8128.0,0.0
53,8176.0,0.0
54,8208.0,0.0
55,8485.0,0.0
56,8618.0,0.0
57,8763.0,0.0
58,8845.0,0.0
59,9242.0,0.0
60,9559.0,0.0
61,9571.0,0.0
62,9769.0,0.0
63,9916.0,0.0
64,9921.0,0.0
65,10117.0,0.0
66,10165.0,0.0
67,10325.0,0.0
68,10512.0,0.0
69,10939.0,0.0
70,11170.0,0.0
71,11195.0,0.0
72,11200.0,0.0
73,11204.0,0.0
74,11571.0,0.0
75,11751.0,0.0
76,12275.0,0.0
77,12301.0,0.0
78,12434.0,0.0
79,12476.0,0.0
80,12505.0,0.0
81,12964.0,0.0
82,13006.0,0.0
83,13333.0,0.0
84,13459.0,0.0
85,13839.0,0.0
86,14403.0,0.0
87,14740.0,0.0
88,14786.0,0.0
89,14933.0,0.0
90,15265.0,0.0
91,15478.0,0.0
92,15551.0,0.0
93,15670.0,0.0
94,15853.0,0.0
95,15924.0,0.0
96,15987.0,0.0
97,16058.0,0.0
98,16303.0,0.0
99,16459.0,0.0
