,ind,salinity
0,14.0,0.0
1,20.0,0.0
2,85.0,0.0
3,195.0,0.0
4,335.0,0.0
5,427.0,0.0
6,518.0,0.0
7,862.0,0.0
8,886.0,0.0
9,1114.0,0.0
10,1151.0,0.0
11,1334.0,0.0
12,1369.0,0.0
13,1619.0,0.0
14,1777.0,0.0
15,1883.0,0.0
16,2354.0,0.0
17,2408.0,0.0
18,2501.0,0.0
19,2991.0,0.0
20,3251.0,0.0
21,3632.0,0.0
22,3712.0,0.0
23,3866.0,0.0
24,3875.0,0.0
25,3942.0,0.0
26,3944.0,0.0
27,4078.0,0.0
28,4563.0,0.0
29,4598.0,0.0
30,4710.0,0.0
31,4820.0,0.0
32,4844.0,0.0
33,5031.0,0.0
34,5161.0,0.0
35,5203.0,0.0
36,5413.0,0.0
37,5639.0,0.0
38,5775.0,0.0
39,5856.0,0.0
40,6055.0,0.0
41,6151.0,0.0
42,6252.0,0.0
43,6433.0,0.0
44,7013.0,0.0
45,7021.0,0.0
46,7075.0,0.0
47,7479.0,0.0
48,7596.0,0.0
49,8086.0,0.0
50,8156.0,0.0
51,8295.0,0.0
52,8430.0,0.0
53,8639.0,0.0
54,8730.0,0.0
55,8748.0,0.0
56,8781.0,0.0
57,8792.0,0.0
58,8828.0,0.0
59,8850.0,0.0
60,8975.0,0.0
61,9129.0,0.0
62,9307.0,0.0
63,9916.0,0.0
64,9940.0,0.0
65,10061.0,0.0
66,10072.0,0.0
67,10199.0,0.0
68,10215.0,0.0
69,10283.0,0.0
70,10372.0,0.0
71,10416.0,0.0
72,10777.0,0.0
73,10980.0,0.0
74,11004.0,0.0
75,11027.0,0.0
76,11098.0,0.0
77,11493.0,0.0
78,11677.0,0.0
79,11953.0,0.0
80,12044.0,0.0
81,12506.0,0.0
82,12589.0,0.0
83,13245.0,0.0
84,13277.0,0.0
85,13806.0,0.0
86,13828.0,0.0
87,13909.0,0.0
88,13918.0,0.0
89,14133.0,0.0
90,14175.0,0.0
91,14197.0,0.0
92,14293.0,0.0
93,14660.0,0.0
94,14676.0,0.0
95,15701.0,0.0
96,15845.0,0.0
97,15885.0,0.0
98,15981.0,0.0
99,16245.0,0.0
