,ind,salinity
0,67.0,0.0
1,143.0,0.0
2,331.0,0.0
3,363.0,0.0
4,629.0,0.0
5,632.0,0.0
6,957.0,0.0
7,1003.0,0.0
8,1477.0,0.0
9,1695.0,0.0
10,1744.0,0.0
11,2036.0,0.0
12,2146.0,0.0
13,2271.0,0.0
14,2495.0,0.0
15,2661.0,0.0
16,2858.0,0.0
17,2984.0,0.0
18,3018.0,0.0
19,3295.0,0.0
20,3298.0,0.0
21,3419.0,0.0
22,3916.0,0.0
23,4218.0,0.0
24,4260.0,0.0
25,4304.0,0.0
26,4376.0,0.0
27,5199.0,0.0
28,5441.0,0.0
29,5624.0,0.0
30,5796.0,0.0
31,6221.0,0.0
32,6504.0,0.0
33,6508.0,0.0
34,6637.0,0.0
35,6681.0,0.0
36,6784.0,0.0
37,7403.0,0.0
38,7773.0,0.0
39,7784.0,0.0
40,7815.0,0.0
41,7902.0,0.0
42,8120.0,0.0
43,8225.0,0.0
44,8295.0,0.0
45,8397.0,0.0
46,8634.0,0.0
47,8683.0,0.0
48,8729.0,0.0
49,8883.0,0.0
50,9121.0,0.0
51,9418.0,0.0
52,9435.0,0.0
53,10003.0,0.0
54,10140.0,0.0
55,10144.0,0.0
56,10194.0,0.0
57,10333.0,0.0
58,10447.0,0.0
59,10679.0,0.0
60,10829.0,0.0
61,10852.0,0.0
62,11842.0,0.0
63,12063.0,0.0
64,12101.0,0.0
65,12129.0,0.0
66,12338.0,0.0
67,12360.0,0.0
68,12617.0,0.0
69,12621.0,0.0
70,13210.0,0.0
71,13234.0,0.0
72,13397.0,0.0
73,13692.0,0.0
74,14105.0,0.0
75,14188.0,0.0
76,14603.0,0.0
77,15010.0,0.0
78,15074.0,0.0
79,15094.0,0.0
80,15196.0,0.0
81,15298.0,0.0
82,15614.0,0.0
83,16384.0,0.0
84,16528.0,0.0
85,17138.0,0.0
86,17267.0,0.0
87,17274.0,0.0
88,17328.0,0.0
89,17766.0,0.0
90,17916.0,0.0
91,18104.0,0.0
92,18691.0,0.0
93,18742.0,0.0
94,19320.0,0.0
95,19344.0,0.0
96,19620.0,0.0
97,19644.0,0.0
98,19724.0,0.0
99,19955.0,0.0
