,ind,salinity
0,67.0,0.0
1,91.0,0.0
2,121.0,0.0
3,527.0,0.0
4,931.0,0.0
5,1261.0,0.0
6,1421.0,0.0
7,1618.0,0.0
8,1627.0,0.0
9,2063.0,0.0
10,2317.0,0.0
11,2408.0,0.0
12,2546.0,0.0
13,3024.0,0.0
14,3057.0,0.0
15,3627.0,0.0
16,3794.0,0.0
17,3963.0,0.0
18,4077.0,0.0
19,4207.0,0.0
20,4568.0,0.0
21,4718.0,0.0
22,4918.0,0.0
23,4926.0,0.0
24,4958.0,0.0
25,5148.0,0.0
26,5189.0,0.0
27,5211.0,0.0
28,5220.0,0.0
29,5410.0,0.0
30,5504.0,0.0
31,5698.0,0.0
32,5800.0,0.0
33,5821.0,0.0
34,6166.0,0.0
35,6428.0,0.0
36,6632.0,0.0
37,6683.0,0.0
38,6829.0,0.0
39,6886.0,0.0
40,6937.0,0.0
41,6941.0,0.0
42,7047.0,0.0
43,7155.0,0.0
44,7194.0,0.0
45,7255.0,0.0
46,7496.0,0.0
47,7510.0,0.0
48,7808.0,0.0
49,8260.0,0.0
50,8461.0,0.0
51,8625.0,0.0
52,8674.0,0.0
53,8680.0,0.0
54,8863.0,0.0
55,9415.0,0.0
56,9729.0,0.0
57,10322.0,0.0
58,10405.0,0.0
59,10467.0,0.0
60,10479.0,0.0
61,10600.0,0.0
62,11467.0,0.0
63,11527.0,0.0
64,11788.0,0.0
65,11893.0,0.0
66,11908.0,0.0
67,12225.0,0.0
68,12290.0,0.0
69,12405.0,0.0
70,12594.0,0.0
71,12624.0,0.0
72,12757.0,0.0
73,12894.0,0.0
74,13134.0,0.0
75,13210.0,0.0
76,13382.0,0.0
77,13708.0,0.0
78,13882.0,0.0
79,13919.0,0.0
80,14055.0,0.0
81,14265.0,0.0
82,14386.0,0.0
83,14454.0,0.0
84,14479.0,0.0
85,14640.0,0.0
86,14743.0,0.0
87,14898.0,0.0
88,15298.0,0.0
89,15317.0,0.0
90,15410.0,0.0
91,15726.0,0.0
92,15729.0,0.0
93,15733.0,0.0
94,15799.0,0.0
95,15851.0,0.0
96,15917.0,0.0
97,16148.0,0.0
98,16469.0,0.0
99,16488.0,0.0
