,ind,salinity
0,37.0,0.0
1,486.0,0.0
2,722.0,0.0
3,1152.0,0.0
4,1176.0,0.0
5,1913.0,0.0
6,1972.0,0.0
7,2006.0,0.0
8,2014.0,0.0
9,2064.0,0.0
10,2347.0,0.0
11,2460.0,0.0
12,2550.0,0.0
13,2605.0,0.0
14,3474.0,0.0
15,3581.0,0.0
16,3597.0,0.0
17,3619.0,0.0
18,3990.0,0.0
19,4087.0,0.0
20,4519.0,0.0
21,4765.0,0.0
22,4835.0,0.0
23,5228.0,0.0
24,5699.0,0.0
25,5993.0,0.0
26,6129.0,0.0
27,6541.0,0.0
28,6628.0,0.0
29,6672.0,0.0
30,6716.0,0.0
31,6957.0,0.0
32,7141.0,0.0
33,7184.0,0.0
34,7840.0,0.0
35,7973.0,0.0
36,8337.0,0.0
37,8464.0,0.0
38,8493.0,0.0
39,8853.0,0.0
40,8916.0,0.0
41,9226.0,0.0
42,9236.0,0.0
43,9476.0,0.0
44,9528.0,0.0
45,9534.0,0.0
46,9544.0,0.0
47,10231.0,0.0
48,10310.0,0.0
49,10793.0,0.0
50,10844.0,0.0
51,10934.0,0.0
52,11161.0,0.0
53,11483.0,0.0
54,11686.0,0.0
55,11693.0,0.0
56,11989.0,0.0
57,12083.0,0.0
58,12241.0,0.0
59,12453.0,0.0
60,12518.0,0.0
61,12567.0,0.0
62,12729.0,0.0
63,13017.0,0.0
64,13071.0,0.0
65,13144.0,0.0
66,13151.0,0.0
67,13214.0,0.0
68,13302.0,0.0
69,13326.0,0.0
70,13393.0,0.0
71,13545.0,0.0
72,13732.0,0.0
73,13783.0,0.0
74,13866.0,0.0
75,14164.0,0.0
76,14478.0,0.0
77,14729.0,0.0
78,14858.0,0.0
79,14915.0,0.0
80,15215.0,0.0
81,15306.0,0.0
82,15451.0,0.0
83,15635.0,0.0
84,15741.0,0.0
85,16209.0,0.0
86,16465.0,0.0
87,16764.0,0.0
88,17322.0,0.0
89,17524.0,0.0
90,17760.0,0.0
91,17875.0,0.0
92,17994.0,0.0
93,18535.0,0.0
94,18601.0,0.0
95,18935.0,0.0
96,19347.0,0.0
97,19795.0,0.0
98,19861.0,0.0
99,19893.0,0.0
