,ind,salinity
0,7.0,0.0
1,145.0,0.0
2,366.0,0.0
3,437.0,0.0
4,723.0,0.0
5,856.0,0.0
6,1079.0,0.0
7,1459.0,0.0
8,1471.0,0.0
9,1660.0,0.0
10,1756.0,0.0
11,1960.0,0.0
12,2333.0,0.0
13,2507.0,0.0
14,2799.0,0.0
15,2884.0,0.0
16,3157.0,0.0
17,3362.0,0.0
18,3394.0,0.0
19,3684.0,0.0
20,4209.0,0.0
21,4281.0,0.0
22,4365.0,0.0
23,4750.0,0.0
24,4926.0,0.0
25,5017.0,0.0
26,5202.0,0.0
27,5327.0,0.0
28,5375.0,0.0
29,5633.0,0.0
30,5693.0,0.0
31,5852.0,0.0
32,6494.0,0.0
33,6714.0,0.0
34,6717.0,0.0
35,6779.0,0.0
36,7057.0,0.0
37,7125.0,0.0
38,7516.0,0.0
39,7642.0,0.0
40,8006.0,0.0
41,8632.0,0.0
42,8825.0,0.0
43,9342.0,0.0
44,9604.0,0.0
45,10015.0,0.0
46,10140.0,0.0
47,10324.0,0.0
48,10389.0,0.0
49,10524.0,0.0
50,10569.0,0.0
51,10595.0,0.0
52,10731.0,0.0
53,10966.0,0.0
54,10994.0,0.0
55,11017.0,0.0
56,11625.0,0.0
57,11802.0,0.0
58,11929.0,0.0
59,11951.0,0.0
60,12151.0,0.0
61,12229.0,0.0
62,12281.0,0.0
63,12515.0,0.0
64,12765.0,0.0
65,12927.0,0.0
66,13041.0,0.0
67,13179.0,0.0
68,13393.0,0.0
69,14237.0,0.0
70,14411.0,0.0
71,14825.0,0.0
72,14971.0,0.0
73,15034.0,0.0
74,15192.0,0.0
75,15339.0,0.0
76,15509.0,0.0
77,15629.0,0.0
78,15632.0,0.0
79,15861.0,0.0
80,16161.0,0.0
81,16208.0,0.0
82,16403.0,0.0
83,16455.0,0.0
84,16745.0,0.0
85,16802.0,0.0
86,16909.0,0.0
87,16936.0,0.0
88,17147.0,0.0
89,17315.0,0.0
90,17888.0,0.0
91,18014.0,0.0
92,18246.0,0.0
93,18531.0,0.0
94,18562.0,0.0
95,19097.0,0.0
96,19244.0,0.0
97,19321.0,0.0
98,19857.0,0.0
99,19964.0,0.0
