,x,y,z,salinity
0,3933.1860849402524,1395.6823076644657,4.5,0.0
1,4398.602463385348,983.2590333776217,4.5,0.0
2,3800.69529107632,1010.5759048070805,1.5,0.0
3,4268.659569403415,1173.1971717158262,2.5,0.0
4,3545.90530287645,469.2961024449865,3.5,0.0
5,3910.679635982597,890.2524242959206,4.5,0.0
6,3444.838607557169,773.1125574557892,3.5,0.0
7,3449.0851073604995,-148.1593294192609,5.5,0.0
8,3941.6790845469145,1579.3350846390945,2.5,0.0
9,3481.358505865816,57.72656966252967,1.5,0.0
10,3883.5020372412773,292.79630502439113,0.5,0.0
11,3455.0302070851635,1003.0952942255161,4.5,0.0
12,3190.473269337632,1774.9834758684215,5.5,0.0
13,3390.4834100745297,591.3350752756577,4.5,0.0
14,3041.4211262407084,1021.8240982338266,2.5,0.0
15,3045.667626044039,1113.6768159341707,4.5,0.0
16,2981.1208290334057,702.625064934175,1.5,0.0
17,3789.6543915876587,251.0628260849692,2.5,0.0
18,3336.128212591891,409.9309177334924,1.5,0.0
19,3751.435893357678,1450.0273322265682,3.5,0.0
20,4118.33347636549,903.8540301751879,0.5,0.0
21,4385.862963975354,707.4372334487667,2.5,0.0
22,2804.466437214829,1377.9564841268996,4.5,0.0
23,3039.7225263193754,975.7077360048054,4.5,0.0
24,2840.986335523477,662.6095687335252,2.5,0.0
25,3633.383198825072,1386.3263625053628,1.5,0.0
26,3404.9215094058554,-99.77264484030387,5.5,0.0
27,3907.707086120265,314.61300836073457,1.5,0.0
28,3091.5298239200156,1111.5732238620376,0.5,0.0
29,2803.19248727383,848.4273174733057,0.5,0.0
30,2674.0988932525624,1038.4547769941244,3.5,0.0
31,3923.843785372924,682.4956544535405,2.5,0.0
32,4171.839373887464,555.9032269930298,1.5,0.0
33,2565.8131482676176,1204.5735811660768,1.5,0.0
34,3703.8750955603696,393.186308873657,5.5,0.0
35,2947.5734805870893,980.1010539505969,5.5,0.0
36,2810.4115369394926,502.6185998769527,4.5,0.0
37,3255.4447163285986,160.2057403470559,0.5,0.0
38,2852.027235012138,1421.9678221422248,1.5,0.0
39,3093.653073821681,1157.6886095492305,0.5,0.0
40,2832.917985897148,478.5112339786021,2.5,0.0
41,3957.3911338192397,1417.8697434293356,4.5,0.0
42,3464.372506652492,703.2775291740054,2.5,0.0
43,2502.5403011979834,1322.66149566483,1.5,0.0
44,4088.607977742173,1273.6248664100672,3.5,0.0
45,3849.9546887949614,1583.7444286051496,4.5,0.0
46,3219.7741179806167,1405.103890695981,3.5,0.0
47,3432.0991081471757,1510.5157798335615,2.5,0.0
48,4336.603566256713,1147.1826591201943,0.5,0.0
49,2990.038478620401,1415.643349486474,2.5,0.0
50,2887.273183379787,660.3224570305044,1.5,0.0
51,4363.781164998032,731.5343745071225,5.5,0.0
52,3325.9366130638955,1193.2799319963074,4.5,0.0
53,3148.4329212846533,1868.9455383172935,5.5,0.0
54,3203.212768747625,1037.7130427238367,2.5,0.0
55,3429.9758582455092,451.66566127680346,4.5,0.0
56,2598.0865467729345,1410.5028604945599,1.5,0.0
57,3741.2442938296836,1220.2571629766148,3.5,0.0
58,2657.1128940392377,670.9991910990767,4.5,0.0
59,4314.521767279391,1171.283221729297,0.5,0.0
60,2887.273183379787,660.3224570305044,5.5,0.0
61,3032.928126634046,837.9281464317029,5.5,0.0
62,3576.480101460435,629.2504607012909,1.5,0.0
63,3862.6941882049555,846.4376299255592,1.5,0.0
64,4004.5272816362162,931.9654845993632,3.5,0.0
65,4042.3211298858632,746.0270693423187,4.5,0.0
66,2423.980054836357,1119.0191886628222,1.5,0.0
67,4105.593976955497,628.0076385151856,0.5,0.0
68,3319.5668633589,1055.3232773270859,3.5,0.0
69,4480.135259609306,749.3390449239978,5.5,0.0
70,4512.408658114623,954.9595210875361,4.5,0.0
71,3559.4941022471103,261.51724646946286,4.5,0.0
72,3256.2940162892646,1702.8347358661147,1.5,0.0
73,3522.974203938462,977.0777778730485,1.5,0.0
74,3402.373609523857,1880.3719384514172,5.5,0.0
75,3603.6577002017543,213.50739698889527,1.5,0.0
76,2763.7000391028496,988.3189209959606,3.5,0.0
77,3507.6868046464697,125.4681412032223,0.5,0.0
78,3919.5972855695927,1603.6313585245025,0.5,0.0
79,2718.68714118754,1520.1542483397247,1.5,0.0
80,3092.803773861015,628.2073257412817,1.5,0.0
81,3135.2687718943266,1063.7344587016592,1.5,0.0
82,4576.106155164591,837.3326215013618,0.5,0.0
83,4041.0471799448637,1229.8181329636816,3.5,0.0
84,3043.969026122707,1067.9401266453556,3.5,0.0
85,3269.8828156599247,1495.2214983550282,2.5,0.0
86,2597.237246812268,880.7494877723735,3.5,0.0
87,3213.829018255953,1267.3326647223166,2.5,0.0
88,3227.842467606946,46.15517462997791,4.5,0.0
89,2553.498298837957,928.7836242161394,0.5,0.0
90,2437.5688542070166,910.9745761913092,2.5,0.0
91,3883.5020372412773,292.79630502439113,3.5,0.0
92,4256.769369954087,897.7440558507403,3.5,0.0
93,3917.8986856482597,544.5637969771037,3.5,0.0
94,2831.6440359561484,962.296084358116,2.5,0.0
95,3784.5585918236616,642.8704347201143,1.5,0.0
96,2569.210348110283,766.8715133623361,1.5,0.0
97,3810.0375906436484,1723.9789046157332,4.5,0.0
98,4252.098220170423,805.7363633023168,0.5,0.0
99,3375.196010782537,753.3942584567922,1.5,0.0
